DateTime,Scaled_Acc_X_(mg),Scaled_Acc_Y_(mg),Scaled_Acc_Z_(mg),Gyr_X_(DPS),Gyr_Y_(DPS),Gyr_Z_(DPS),Mag_X_(uT),Mag_Y_(uT),Mag_Z_(uT),Tmp_(C)
1970-1-1 0:0:20.606,-00001.95,-00082.03, 01018.07, 00003.34,-00004.07, 00002.41,-00005.55,-00003.30, 00013.80, 00032.10
1970-1-1 0:0:20.651,-00027.34,-00090.82, 00993.65,-00005.75,-00004.36,-00001.44,-00005.25,-00002.55, 00014.70, 00032.10
1970-1-1 0:0:20.696,-00017.58,-00072.27, 01004.88,-00007.11, 00001.37,-00000.94,-00005.40,-00003.15, 00014.40, 00032.10
1970-1-1 0:0:20.741,-00026.37,-00081.05, 01027.34, 00001.07,-00003.95, 00002.66,-00006.30,-00003.75, 00015.45, 00032.20
1970-1-1 0:0:20.786,-00005.86,-00090.82, 00991.21, 00002.03,-00000.14, 00003.27,-00007.35,-00001.95, 00015.60, 00031.72
1970-1-1 0:0:20.831, 00002.93,-00080.08, 00997.56, 00001.20, 00000.60,-00002.05,-00006.15,-00004.80, 00013.65, 00032.06
1970-1-1 0:0:20.876,-00002.44,-00065.43, 00939.94, 00001.07, 00001.71, 00002.39,-00006.00,-00003.75, 00013.80, 00032.25
1970-1-1 0:0:20.921, 00004.88,-00005.86, 01167.97,-00004.89,-00001.91, 00001.92,-00005.55,-00003.30, 00015.00, 00032.01
1970-1-1 0:0:20.966,-00026.37,-00065.43, 01026.37,-00006.91,-00001.73,-00000.48,-00006.75,-00003.30, 00013.80, 00032.10
1970-1-1 0:0:21.011,-00007.32,-00076.66, 00987.79, 00001.82, 00000.37,-00002.49,-00004.35,-00003.30, 00014.70, 00032.25
1970-1-1 0:0:21.056, 00005.37,-00092.77, 01003.42,-00000.08,-00002.31, 00002.08,-00006.30,-00004.20, 00015.45, 00032.10
1970-1-1 0:0:21.101, 00000.49,-00092.29, 00994.63,-00003.89, 00000.45, 00003.72,-00006.00,-00003.75, 00012.75, 00031.91
1970-1-1 0:0:21.146,-00024.41,-00086.91, 01001.46,-00002.23, 00000.42,-00000.94,-00006.30,-00004.20, 00013.80, 00032.10
1970-1-1 0:0:21.191,-00005.86,-00067.87, 01012.70, 00001.21, 00001.14,-00000.84,-00006.30,-00002.55, 00015.00, 00032.10
1970-1-1 0:0:21.236,-00003.91,-00081.54, 00982.91, 00001.85,-00000.44, 00000.82,-00005.70,-00003.60, 00014.85, 00031.77
1970-1-1 0:0:21.281,-00003.91,-00090.82, 01005.37,-00002.79,-00001.32, 00000.50,-00006.15,-00003.90, 00015.60, 00031.86
1970-1-1 0:0:21.326,-00015.14,-00075.68, 01005.86,-00002.35, 00000.23, 00000.06,-00006.15,-00004.80, 00014.85, 00032.06
1970-1-1 0:0:21.371,-00021.97,-00142.58, 00906.74,-00001.93, 00000.08, 00000.46,-00006.00,-00003.75, 00015.00, 00032.25
1970-1-1 0:0:21.416, 00001.95,-00085.94, 01004.88, 00000.47,-00003.30, 00001.82,-00005.40,-00003.60, 00014.40, 00032.01
1970-1-1 0:0:21.461,-00025.88,-00047.85, 01022.46,-00003.71, 00001.35, 00000.27,-00006.00,-00004.50, 00014.25, 00032.10
1970-1-1 0:0:21.506,-00013.18,-00076.66, 01011.23,-00001.31, 00000.55, 00000.62,-00006.00,-00004.20, 00013.50, 00032.01
1970-1-1 0:0:21.551,-00015.14,-00083.98, 01018.55,-00000.27,-00003.58, 00000.24,-00006.15,-00003.90, 00014.40, 00032.01
1970-1-1 0:0:21.596, 00002.93,-00093.75, 00997.07, 00001.77,-00003.66, 00001.65,-00005.70,-00002.70, 00015.15, 00032.10
1970-1-1 0:0:21.663,-00016.11,-00081.54, 01013.67,-00000.47,-00001.84, 00001.69,-00006.30,-00003.00, 00014.70, 00032.01
1970-1-1 0:0:21.730,-00010.74,-00095.70, 00998.54,-00000.89, 00004.51,-00002.20,-00005.25,-00003.00, 00015.75, 00032.25
1970-1-1 0:0:21.797, 00001.95,-00084.96, 01016.60,-00004.14,-00001.94, 00001.07,-00006.15,-00003.60, 00015.60, 00032.25
1970-1-1 0:0:21.864,-00020.51,-00101.07, 01026.37, 00002.86,-00003.26, 00000.10,-00006.60,-00002.70, 00014.40, 00032.01
1970-1-1 0:0:21.931, 00000.49,-00096.68, 01000.49,-00003.23,-00004.50, 00000.09,-00006.15,-00003.60, 00014.85, 00032.25
1970-1-1 0:0:21.998,-00013.67,-00090.33, 00997.56,-00000.40, 00001.80, 00000.39,-00006.75,-00002.10, 00014.25, 00032.10
1970-1-1 0:0:22.065,-00006.84,-00082.52, 00998.05, 00001.21, 00000.46, 00001.86,-00006.90,-00004.35, 00014.40, 00032.01
1970-1-1 0:0:22.110,-00006.84,-00087.40, 01006.35,-00001.35, 00000.85,-00002.47,-00006.30,-00003.30, 00014.70, 00032.10
1970-1-1 0:0:22.155,-00011.23,-00083.50, 00996.58,-00003.28, 00000.61,-00000.31,-00006.15,-00004.35, 00012.90, 00032.01
1970-1-1 0:0:22.200,-00006.84,-00097.66, 00990.23,-00000.15,-00002.23,-00000.17,-00007.35,-00003.15, 00015.60, 00032.10
1970-1-1 0:0:22.245,-00007.32,-00086.91, 00992.19,-00000.89, 00001.88,-00000.32,-00005.55,-00004.95, 00015.45, 00032.10
1970-1-1 0:0:22.290,-00008.30,-00092.77, 00996.09,-00004.25, 00002.00,-00000.80,-00006.75,-00003.30, 00014.70, 00032.25
1970-1-1 0:0:22.335,-00010.74,-00074.22, 01014.16,-00000.06,-00001.70,-00001.11,-00006.00,-00004.20, 00013.05, 00032.10
1970-1-1 0:0:22.380,-00007.32,-00087.89, 00993.65, 00001.10,-00001.87, 00000.24,-00005.55,-00004.50, 00015.00, 00031.91
1970-1-1 0:0:22.425,-00004.39,-00088.87, 01005.37,-00002.08, 00000.33,-00000.49,-00006.30,-00003.75, 00015.00, 00032.10
1970-1-1 0:0:22.470,-00014.65,-00089.36, 00999.02,-00002.04,-00000.82, 00001.39,-00006.75,-00004.50, 00014.25, 00032.25
1970-1-1 0:0:22.515, 00000.00,-00084.47, 01005.37,-00001.21,-00001.98, 00003.05,-00006.30,-00004.20, 00015.45, 00032.10
1970-1-1 0:0:22.560,-00010.74,-00081.05, 00996.09, 00000.67,-00002.95, 00001.50,-00006.00,-00004.95, 00014.25, 00031.91
1970-1-1 0:0:22.605,-00013.18,-00103.52, 01005.86,-00002.37, 00002.72,-00000.27,-00005.55,-00003.00, 00014.25, 00032.10
1970-1-1 0:0:22.650,-00020.51,-00074.22, 00992.68,-00001.95, 00000.98, 00001.59,-00006.60,-00003.90, 00014.85, 00032.25
1970-1-1 0:0:22.695,-00010.25,-00083.98, 01011.72,-00000.07, 00002.46, 00002.34,-00005.55,-00004.20, 00014.25, 00031.86
1970-1-1 0:0:22.740,-00012.70,-00081.54, 01000.49,-00003.05,-00000.19, 00001.32,-00006.30,-00004.50, 00015.45, 00032.06
1970-1-1 0:0:22.785,-00000.49,-00098.14, 01017.58,-00003.68, 00000.96,-00000.95,-00006.30,-00004.50, 00013.80, 00032.10
1970-1-1 0:0:22.830,-00006.84,-00080.08, 00993.65, 00001.52,-00002.41, 00000.43,-00006.30,-00003.30, 00015.00, 00032.10
1970-1-1 0:0:22.875,-00014.65,-00132.81, 00995.12, 00001.82,-00000.61, 00004.02,-00004.95,-00002.70, 00013.35, 00032.01
1970-1-1 0:0:22.920, 00002.44,-00109.86, 00983.40,-00001.57, 00002.37,-00000.47,-00006.15,-00003.15, 00014.40, 00032.29
1970-1-1 0:0:22.965,-00024.41,-00085.94, 01035.16,-00000.18, 00003.05,-00000.51,-00007.50,-00003.30, 00015.45, 00032.20
1970-1-1 0:0:23.010,-00035.64,-00025.88, 01087.89, 00002.02, 00000.45, 00002.71,-00006.30,-00004.20, 00015.00, 00032.06
1970-1-1 0:0:23.055,-00011.23,-00104.00, 00979.00,-00000.85, 00001.90,-00001.69,-00007.05,-00004.50, 00014.25, 00032.25
1970-1-1 0:0:23.100,-00013.67,-00083.50, 01010.25,-00002.24, 00003.25,-00000.75,-00006.30,-00003.30, 00015.45, 00032.10
1970-1-1 0:0:23.167,-00007.32,-00088.87, 00991.21,-00001.92,-00000.02,-00000.70,-00006.60,-00002.70, 00014.40, 00032.25
1970-1-1 0:0:23.234,-00003.91,-00083.01, 01009.28,-00001.01, 00001.04,-00001.08,-00006.15,-00003.90, 00014.40, 00032.20
1970-1-1 0:0:23.301, 00004.88,-00174.32, 00807.13,-00000.78, 00004.46,-00001.24,-00006.60,-00003.15, 00016.35, 00032.10
1970-1-1 0:0:23.368,-00010.25,-00083.98, 01012.21,-00000.19,-00001.01,-00000.97,-00004.95,-00005.10, 00015.15, 00032.10
1970-1-1 0:0:23.435,-00014.65,-00088.38, 01003.42, 00000.98,-00001.69, 00001.47,-00007.50,-00003.75, 00013.50, 00032.10
1970-1-1 0:0:23.502,-00018.07,-00089.84, 01000.98,-00000.74,-00002.23, 00000.16,-00007.05,-00003.00, 00015.75, 00032.29
1970-1-1 0:0:23.569,-00008.79,-00095.21, 01010.25,-00002.65, 00001.60, 00000.85,-00006.60,-00003.90, 00013.35, 00032.25
1970-1-1 0:0:23.614,-00006.84,-00084.96, 01010.25,-00000.06,-00003.15, 00002.85,-00006.00,-00004.20, 00013.80, 00032.20
1970-1-1 0:0:23.659,-00007.81,-00076.66, 00999.51,-00003.59,-00002.64,-00001.22,-00006.30,-00003.75, 00014.70, 00032.25
1970-1-1 0:0:23.704,-00016.60,-00088.38, 01003.91,-00001.30, 00001.34, 00000.73,-00006.00,-00003.30, 00015.00, 00031.91
1970-1-1 0:0:23.749,-00009.28,-00080.08, 00991.70,-00000.24, 00001.90, 00001.26,-00005.55,-00003.75, 00014.25, 00032.01
1970-1-1 0:0:23.794,-00010.25,-00096.68, 00990.23, 00000.47, 00000.44, 00000.48,-00006.00,-00003.30, 00015.45, 00032.20
1970-1-1 0:0:23.839,-00021.00,-00100.59, 01006.84,-00000.79, 00003.14, 00002.22,-00006.60,-00003.60, 00014.10, 00032.25
1970-1-1 0:0:23.884,-00021.00,-00080.08, 00995.12,-00002.21, 00002.92, 00001.17,-00006.00,-00003.75, 00015.00, 00032.25
1970-1-1 0:0:23.929,-00013.18,-00087.40, 01003.42, 00000.71,-00001.93, 00001.05,-00004.95,-00003.15, 00014.40, 00032.01
1970-1-1 0:0:23.974,-00011.23,-00079.59, 01001.95, 00001.59,-00002.13, 00000.66,-00007.95,-00003.75, 00013.50, 00032.06
1970-1-1 0:0:24.019,-00013.67,-00079.59, 01000.98,-00001.92,-00001.09, 00001.07,-00007.05,-00004.20, 00015.75, 00031.86
1970-1-1 0:0:24.064,-00017.58,-00080.08, 01008.30,-00000.69, 00000.86,-00001.56,-00006.30,-00004.95, 00015.45, 00032.10
1970-1-1 0:0:24.109,-00007.32,-00085.45, 00993.65,-00000.94,-00001.27, 00001.30,-00006.15,-00003.60, 00014.85, 00032.10
1970-1-1 0:0:24.154,-00012.70,-00116.70, 00989.26, 00001.48,-00001.01, 00003.40,-00006.60,-00003.15, 00014.40, 00032.25
1970-1-1 0:0:24.199,-00005.37,-00068.36, 01000.49,-00000.31, 00000.95,-00003.58,-00006.15,-00003.90, 00014.10, 00032.10
1970-1-1 0:0:24.244,-00011.72,-00081.05, 01005.86,-00000.63, 00001.47,-00002.20,-00006.90,-00005.55, 00014.10, 00032.39
1970-1-1 0:0:24.289, 00000.98,-00087.40, 01007.81, 00000.21,-00001.04, 00001.02,-00006.75,-00003.75, 00016.20, 00032.25
1970-1-1 0:0:24.334,-00023.93,-00088.38, 01020.51,-00001.81, 00002.54,-00002.81,-00006.15,-00003.90, 00013.65, 00032.25
1970-1-1 0:0:24.379,-00009.77,-00083.50, 01004.88,-00002.05,-00001.99,-00001.76,-00006.15,-00003.15, 00015.15, 00032.01
1970-1-1 0:0:24.424,-00006.35,-00082.03, 01000.98, 00001.33,-00001.61, 00000.68,-00006.15,-00003.60, 00014.85, 00032.39
1970-1-1 0:0:24.469,-00011.72,-00082.03, 00997.56, 00000.37,-00002.59, 00003.54,-00006.30,-00004.50, 00014.70, 00032.10
1970-1-1 0:0:24.514,-00012.70,-00106.93, 01008.79,-00003.25, 00000.11,-00000.11,-00007.05,-00004.50, 00013.50, 00032.10
1970-1-1 0:0:24.559,-00014.65,-00090.82, 01005.37,-00002.24, 00000.98, 00000.91,-00004.80,-00003.30, 00015.00, 00032.10
1970-1-1 0:0:24.626,-00001.46,-00085.94, 00996.58,-00003.13,-00000.11, 00001.44,-00005.55,-00003.75, 00015.45, 00032.10
1970-1-1 0:0:24.693,-00018.55,-00101.07, 00987.30,-00001.63,-00001.27, 00003.31,-00006.30,-00003.75, 00014.25, 00032.25
1970-1-1 0:0:24.760,-00013.67,-00080.08, 01004.88, 00000.91,-00000.74,-00000.72,-00006.75,-00003.75, 00015.75, 00032.10
1970-1-1 0:0:24.827,-00018.55,-00079.59, 01015.14,-00002.20, 00000.19,-00001.81,-00007.50,-00003.75, 00014.70, 00032.06
1970-1-1 0:0:24.894,-00016.60,-00087.89, 01000.98,-00000.27, 00000.35, 00001.03,-00006.75,-00003.75, 00014.70, 00032.10
1970-1-1 0:0:24.961,-00012.70,-00083.01, 00997.07, 00000.41,-00002.34,-00000.13,-00006.30,-00003.00, 00015.45, 00032.29
1970-1-1 0:0:25.028,-00020.02,-00095.21, 01006.35,-00003.33, 00000.56,-00000.40,-00006.75,-00002.10, 00013.80, 00032.20
1970-1-1 0:0:25.073,-00001.95,-00090.82, 01001.95, 00001.02,-00000.49, 00000.27,-00004.95,-00003.60, 00014.40, 00032.29
1970-1-1 0:0:25.118,-00005.37,-00082.52, 01004.39, 00000.20,-00002.65, 00001.54,-00005.70,-00004.35, 00014.85, 00032.29
1970-1-1 0:0:25.163,-00004.39,-00093.75, 00986.33,-00002.13,-00000.24, 00001.92,-00006.00,-00004.95, 00014.25, 00031.91
1970-1-1 0:0:25.208,-00017.58,-00085.45, 01006.35,-00003.95, 00002.31,-00002.07,-00005.40,-00004.35, 00013.35, 00032.10
1970-1-1 0:0:25.253,-00024.41,-00097.17, 01013.18,-00000.00,-00001.98, 00000.40,-00007.05,-00003.30, 00013.80, 00032.25
1970-1-1 0:0:25.298,-00011.72,-00076.17, 01000.49, 00000.06, 00002.14, 00001.27,-00005.40,-00003.60, 00014.10, 00032.10
1970-1-1 0:0:25.343,-00006.35,-00085.94, 00997.56,-00002.66, 00000.95,-00002.22,-00006.30,-00003.00, 00014.70, 00032.10
1970-1-1 0:0:25.388,-00006.35,-00077.64, 01002.93, 00001.42,-00001.29, 00001.73,-00005.70,-00003.15, 00015.15, 00032.39
1970-1-1 0:0:25.433,-00012.70,-00081.05, 01005.86,-00001.46, 00000.14, 00003.69,-00005.25,-00004.20, 00014.25, 00032.20
1970-1-1 0:0:25.478,-00002.93,-00088.87, 01003.91,-00001.13,-00001.02,-00001.50,-00006.60,-00004.35, 00013.65, 00031.91
1970-1-1 0:0:25.523,-00008.79,-00102.54, 01002.44,-00002.58, 00001.02, 00000.55,-00006.15,-00003.90, 00014.85, 00032.06
1970-1-1 0:0:25.568,-00000.49,-00086.91, 01008.79,-00001.89,-00002.21, 00001.89,-00005.55,-00003.75, 00015.45, 00032.20
1970-1-1 0:0:25.613,-00004.39,-00102.54, 00976.56, 00002.48, 00000.37, 00001.68,-00006.00,-00004.50, 00014.25, 00032.10
1970-1-1 0:0:25.658,-00007.32,-00090.82, 01006.84,-00005.11, 00000.65,-00003.29,-00006.15,-00003.90, 00013.35, 00032.01
1970-1-1 0:0:25.703,-00010.25,-00078.12, 01010.74,-00002.16,-00000.76,-00001.37,-00006.90,-00003.90, 00014.85, 00032.39
1970-1-1 0:0:25.748,-00022.95,-00086.91, 00990.23,-00001.90,-00003.85, 00001.73,-00006.30,-00003.30, 00014.70, 00032.29
1970-1-1 0:0:25.793,-00015.62,-00092.77, 00997.56,-00000.33,-00000.98, 00000.41,-00005.40,-00003.15, 00014.10, 00032.01
1970-1-1 0:0:25.838,-00006.35,-00083.01, 01015.62,-00002.66,-00000.88, 00000.46,-00006.30,-00004.20, 00015.45, 00032.25
1970-1-1 0:0:25.883, 00005.86,-00092.77, 00994.63,-00002.05, 00000.34, 00000.36,-00006.00,-00002.55, 00014.70, 00032.29
1970-1-1 0:0:25.928,-00007.32,-00096.19, 01002.93, 00000.50, 00000.00, 00002.02,-00006.15,-00002.40, 00014.10, 00032.20
1970-1-1 0:0:25.973,-00005.86,-00096.19, 01006.84,-00002.60, 00002.63,-00000.08,-00005.55,-00003.00, 00015.00, 00032.01
1970-1-1 0:0:26.018,-00006.35,-00083.50, 01005.37, 00000.16,-00002.57, 00003.10,-00006.90,-00004.35, 00014.40, 00032.10
1970-1-1 0:0:26.063,-00022.95,-00092.29, 00991.70, 00000.37,-00001.75, 00001.18,-00005.70,-00004.35, 00014.10, 00032.06
1970-1-1 0:0:26.130,-00020.02,-00083.50, 01002.93,-00002.14, 00004.21,-00001.64,-00004.35,-00004.50, 00015.00, 00032.06
1970-1-1 0:0:26.197,-00003.42,-00086.91, 01000.98,-00001.77, 00000.52,-00002.17,-00007.05,-00003.30, 00014.70, 00032.29
1970-1-1 0:0:26.264, 00005.86,-00089.36, 01001.46,-00001.59,-00001.53, 00001.41,-00006.75,-00003.75, 00015.00, 00032.10
1970-1-1 0:0:26.331,-00005.37,-00081.54, 00999.02, 00001.42,-00001.61, 00002.85,-00006.15,-00003.15, 00014.85, 00032.39
1970-1-1 0:0:26.398,-00015.62,-00094.73, 00993.16,-00003.25, 00000.03, 00000.31,-00007.05,-00004.20, 00015.45, 00032.25
1970-1-1 0:0:26.465,-00001.46,-00080.57, 01003.91,-00002.06,-00000.82, 00000.10,-00007.05,-00003.30, 00014.70, 00031.91
1970-1-1 0:0:26.532,-00012.70,-00089.36, 01003.91,-00000.34,-00002.22, 00002.23,-00005.70,-00004.35, 00015.15, 00032.39
1970-1-1 0:0:26.577,-00021.48,-00079.59, 01013.18,-00001.74, 00000.04, 00000.07,-00006.30,-00004.50, 00014.25, 00032.25
1970-1-1 0:0:26.622,-00004.39,-00097.17, 00994.14,-00001.37, 00000.59, 00000.98,-00005.55,-00004.20, 00013.80, 00031.91
1970-1-1 0:0:26.667,-00009.77,-00075.20, 01005.86,-00000.33,-00002.77, 00001.47,-00006.90,-00003.15, 00015.15, 00032.39
1970-1-1 0:0:26.712,-00013.18,-00072.27, 00998.54, 00000.61,-00001.92, 00002.60,-00004.65,-00002.70, 00014.40, 00032.20
1970-1-1 0:0:26.757,-00005.86,-00084.96, 01007.81,-00001.61,-00001.28,-00001.49,-00006.15,-00003.90, 00015.60, 00032.39
1970-1-1 0:0:26.802,-00012.21,-00095.70, 00991.70,-00002.89,-00001.49, 00001.55,-00005.55,-00003.00, 00015.45, 00032.10
1970-1-1 0:0:26.847,-00020.02,-00088.38, 01000.98,-00001.02, 00000.00, 00001.53,-00005.70,-00003.60, 00015.15, 00032.10
1970-1-1 0:0:26.892,-00008.30,-00094.24, 01007.32, 00001.53, 00001.03, 00001.10,-00004.80,-00003.30, 00014.25, 00032.25
1970-1-1 0:0:26.937,-00008.30,-00084.96, 00998.54,-00001.56, 00001.10,-00001.57,-00004.95,-00003.90, 00015.15, 00031.91
1970-1-1 0:0:26.982,-00003.91,-00091.80, 00998.05, 00001.11,-00002.48, 00002.47,-00005.70,-00003.90, 00015.60, 00032.06
1970-1-1 0:0:27.027,-00010.74,-00088.38, 01005.86, 00000.04, 00001.33, 00002.08,-00006.30,-00003.75, 00014.25, 00032.25
1970-1-1 0:0:27.072,-00009.77,-00090.82, 01001.95,-00005.08,-00002.28, 00000.14,-00007.50,-00003.75, 00013.80, 00032.10
1970-1-1 0:0:27.117,-00021.48,-00096.19, 00996.58,-00002.45, 00001.45,-00000.44,-00006.60,-00003.90, 00015.60, 00032.10
1970-1-1 0:0:27.162,-00012.21,-00087.89, 00993.16,-00000.18,-00000.89, 00001.21,-00006.15,-00003.15, 00014.85, 00032.20
1970-1-1 0:0:27.207,-00020.02,-00097.66, 01003.42, 00000.19,-00001.88, 00000.34,-00007.95,-00004.50, 00015.45, 00032.25
1970-1-1 0:0:27.252,-00011.23,-00088.38, 01000.49,-00001.69,-00000.83, 00000.79,-00006.30,-00004.20, 00013.80, 00031.86
1970-1-1 0:0:27.297,-00010.25,-00091.80, 00997.07,-00002.11, 00003.99, 00000.42,-00006.60,-00004.35, 00014.40, 00032.25
1970-1-1 0:0:27.342,-00008.79,-00090.82, 01003.91, 00000.51, 00000.73, 00001.25,-00005.55,-00002.55, 00015.45, 00032.06
1970-1-1 0:0:27.387,-00025.88,-00096.19, 00999.51,-00003.47,-00000.12,-00001.63,-00006.30,-00003.75, 00012.75, 00032.29
1970-1-1 0:0:27.432,-00012.21,-00093.26, 00995.12,-00002.92, 00002.60,-00000.55,-00007.50,-00004.20, 00015.00, 00032.25
1970-1-1 0:0:27.477,-00000.49,-00083.50, 00996.58, 00000.47,-00002.65, 00002.24,-00008.10,-00003.60, 00014.85, 00032.06
1970-1-1 0:0:27.522,-00004.88,-00081.05, 00994.14, 00001.11,-00000.38, 00000.63,-00006.00,-00003.00, 00015.45, 00032.10
1970-1-1 0:0:27.589,-00010.74,-00095.21, 01012.21,-00001.36,-00002.11, 00002.83,-00006.00,-00003.00, 00013.80, 00032.29
1970-1-1 0:0:27.656,-00007.32,-00097.66, 01011.23,-00000.82,-00001.64, 00000.64,-00007.95,-00004.50, 00015.45, 00032.20
1970-1-1 0:0:27.723,-00013.18,-00064.94, 01001.46,-00000.61, 00001.40, 00001.34,-00006.30,-00004.20, 00015.00, 00032.01
1970-1-1 0:0:27.790,-00006.35,-00105.47, 00999.02, 00000.26,-00002.31,-00002.11,-00007.05,-00003.30, 00014.70, 00032.10
1970-1-1 0:0:27.857,-00024.90,-00061.52, 00997.07,-00001.11,-00000.83,-00001.33,-00006.60,-00004.80, 00014.10, 00032.25
1970-1-1 0:0:27.924, 00005.86,-00077.15, 01003.91,-00002.82, 00000.53, 00002.50,-00006.15,-00003.60, 00014.85, 00032.10
1970-1-1 0:0:27.991,-00004.39,-00073.73, 01003.91,-00001.22,-00002.31,-00000.31,-00006.60,-00004.80, 00014.40, 00032.10
1970-1-1 0:0:28.036,-00025.88,-00087.89, 01021.97,-00002.23,-00000.34, 00000.67,-00007.35,-00004.35, 00014.40, 00032.10
1970-1-1 0:0:28.081,-00014.65,-00092.77, 00996.09,-00000.56, 00000.32, 00001.11,-00006.90,-00004.35, 00014.85, 00032.39
1970-1-1 0:0:28.126,-00002.44,-00074.22, 01015.14,-00000.87,-00003.02, 00001.24,-00006.75,-00004.95, 00014.25, 00032.29
1970-1-1 0:0:28.171,-00014.16,-00102.54, 00999.02, 00000.09,-00002.09, 00005.29,-00006.15,-00003.60, 00014.10, 00032.01
1970-1-1 0:0:28.216,-00014.65,-00068.85, 01002.93,-00002.69,-00000.39,-00000.78,-00006.60,-00002.40, 00015.90, 00032.25
1970-1-1 0:0:28.261,-00018.07,-00068.36, 00998.54,-00000.82,-00000.09,-00000.82,-00006.30,-00003.75, 00014.70, 00032.29
1970-1-1 0:0:28.306, 00000.98,-00104.98, 00990.72, 00000.59,-00002.43, 00001.35,-00007.35,-00002.70, 00015.60, 00032.10
1970-1-1 0:0:28.351,-00012.70,-00070.80, 01002.93,-00002.46, 00001.66,-00000.44,-00005.40,-00003.60, 00014.40, 00032.20
1970-1-1 0:0:28.396,-00004.39,-00080.57, 01007.32,-00000.66, 00003.47,-00001.77,-00007.50,-00004.20, 00013.80, 00031.91
1970-1-1 0:0:28.441,-00012.70,-00097.17, 01001.46, 00000.76, 00001.69, 00000.50,-00006.30,-00003.00, 00014.70, 00032.25
1970-1-1 0:0:28.486,-00009.28,-00088.38, 00996.58,-00001.22,-00000.95,-00001.02,-00007.05,-00003.75, 00014.25, 00032.01
1970-1-1 0:0:28.531, 00001.95,-00094.24, 00997.07,-00001.99, 00002.45, 00001.01,-00005.40,-00003.15, 00014.85, 00032.10
1970-1-1 0:0:28.576,-00002.93,-00115.23, 01000.49,-00004.20, 00003.22,-00001.26,-00006.90,-00002.40, 00015.15, 00031.91
1970-1-1 0:0:28.621,-00004.88,-00086.91, 01003.42,-00002.84, 00000.57, 00002.37,-00006.75,-00004.20, 00015.45, 00032.25
1970-1-1 0:0:28.666,-00002.93,-00083.98, 00999.51,-00002.18, 00001.54,-00000.72,-00005.55,-00003.75, 00013.05, 00032.20
1970-1-1 0:0:28.711,-00004.39,-00093.26, 01002.44,-00002.61,-00000.21,-00000.47,-00005.55,-00004.50, 00015.00, 00031.91
1970-1-1 0:0:28.756,-00008.79,-00083.01, 00988.77,-00001.42,-00000.23, 00000.85,-00006.15,-00005.10, 00014.40, 00032.39
1970-1-1 0:0:28.801, 00006.35,-00083.01, 00987.30,-00000.18,-00001.39, 00000.06,-00006.90,-00003.90, 00014.85, 00032.10
1970-1-1 0:0:28.846,-00022.46,-00086.91, 00998.05, 00000.08,-00000.69, 00001.39,-00006.15,-00003.90, 00015.15, 00032.06
1970-1-1 0:0:28.891,-00003.91,-00102.54, 00997.56,-00001.22,-00001.21, 00000.42,-00007.35,-00004.35, 00014.40, 00032.01
1970-1-1 0:0:28.936,-00010.25,-00083.01, 00993.65, 00000.05, 00000.69, 00001.68,-00007.35,-00003.90, 00014.40, 00032.10
1970-1-1 0:0:28.981,-00019.53,-00083.98, 01010.74,-00000.31,-00001.84, 00001.01,-00008.25,-00004.95, 00013.80, 00032.25
1970-1-1 0:0:29.026,-00010.25,-00095.70, 01004.88,-00003.92, 00002.08, 00001.15,-00007.65,-00002.40, 00014.10, 00032.01
1970-1-1 0:0:29.093,-00011.23,-00102.54, 01004.88, 00000.12,-00002.44, 00000.04,-00006.75,-00003.00, 00015.45, 00032.39
1970-1-1 0:0:29.160,-00014.65,-00080.57, 01004.88, 00000.43,-00000.74, 00005.21,-00006.60,-00002.70, 00014.10, 00032.01
1970-1-1 0:0:29.227,-00011.23,-00100.10, 00993.16, 00001.00, 00001.37, 00000.15,-00005.55,-00004.50, 00013.05, 00032.25
1970-1-1 0:0:29.294,-00015.62,-00087.40, 01007.81,-00002.03, 00000.76, 00000.59,-00007.50,-00003.00, 00015.45, 00032.10
1970-1-1 0:0:29.361,-00013.18,-00089.84, 00991.70, 00000.33,-00001.23, 00000.78,-00004.80,-00003.75, 00015.75, 00032.39
1970-1-1 0:0:29.428,-00004.88,-00083.98, 00995.61,-00002.94, 00002.44,-00002.41,-00006.30,-00004.20, 00015.00, 00031.77
1970-1-1 0:0:29.495,-00008.79,-00098.14, 01005.86,-00002.00, 00002.50, 00000.79,-00006.00,-00003.00, 00014.70, 00032.25
1970-1-1 0:0:29.540,-00013.18,-00084.96, 01000.98,-00002.93,-00000.29,-00000.48,-00006.15,-00003.60, 00014.40, 00032.25
1970-1-1 0:0:29.585,-00016.60,-00090.82, 01008.79, 00000.61,-00001.70, 00002.31,-00006.60,-00002.70, 00014.40, 00032.25
1970-1-1 0:0:29.630,-00007.81,-00082.52, 01001.46,-00002.32, 00000.66,-00000.46,-00005.70,-00003.15, 00014.85, 00032.20
1970-1-1 0:0:29.675,-00013.18,-00069.34, 01000.98,-00003.51, 00000.37,-00001.98,-00006.15,-00002.40, 00014.40, 00032.20
1970-1-1 0:0:29.720,-00011.72,-00083.50, 00990.72,-00000.08,-00000.37, 00001.87,-00006.90,-00003.60, 00014.10, 00031.91
1970-1-1 0:0:29.765,-00005.37,-00083.98, 00999.51,-00001.12, 00000.87, 00004.92,-00007.50,-00004.20, 00014.70, 00032.29
