DateTime,Scaled_Acc_X_(mg),Scaled_Acc_Y_(mg),Scaled_Acc_Z_(mg),Gyr_X_(DPS),Gyr_Y_(DPS),Gyr_Z_(DPS),Mag_X_(uT),Mag_Y_(uT),Mag_Z_(uT),Tmp_(C)
1970-1-1 0:0:11.248,-00353.03,-00100.10, 00814.94,-00099.79,-00038.41,-00024.07, 00009.30,-00002.40, 00013.35, 00032.01
1970-1-1 0:0:11.315,-00245.61,-00179.69, 00833.98,-00080.61,-00062.82,-00009.06, 00006.60,-00003.90, 00012.15, 00031.67
1970-1-1 0:0:11.382,-00271.97,-00281.74, 01027.34,-00062.66,-00069.24,-00006.83, 00003.45,-00010.35, 00011.40, 00031.86
1970-1-1 0:0:11.449,-00226.56,-00389.65, 00993.16,-00028.04, 00001.68, 00007.02, 00000.90,-00011.85, 00009.30, 00031.91
1970-1-1 0:0:11.516,-00191.89,-00320.80, 01034.18,-00021.48, 00008.28, 00002.15, 00000.15,-00013.80, 00009.30, 00031.77
1970-1-1 0:0:11.583,-00224.61,-00394.53, 01000.49,-00053.65, 00015.06,-00005.62, 00001.05,-00016.05, 00004.95, 00031.91
1970-1-1 0:0:11.650,-00253.42,-00418.95, 00894.53,-00025.57, 00030.04,-00000.10, 00002.85,-00018.30, 00005.10, 00031.86
1970-1-1 0:0:11.717,-00316.41,-00478.03, 00801.27,-00020.72, 00076.79, 00005.67, 00004.20,-00019.65, 00001.80, 00031.91
1970-1-1 0:0:11.762,-00381.84,-00409.67, 00865.23, 00003.96, 00086.31, 00013.02, 00006.75,-00020.25, 00002.40, 00032.01
1970-1-1 0:0:11.807,-00401.86,-00497.56, 00723.63, 00019.08, 00114.38, 00006.53, 00010.50,-00018.90, 00000.30, 00032.01
1970-1-1 0:0:11.852,-00512.21,-00431.64, 00730.47, 00018.66, 00089.37, 00009.47, 00013.50,-00018.90, 00000.00, 00031.86
1970-1-1 0:0:11.897,-00514.16,-00396.48, 00741.70, 00022.44, 00052.21, 00000.89, 00016.20,-00017.70, 00000.75, 00031.91
1970-1-1 0:0:11.942,-00551.27,-00412.11, 00628.91, 00008.21, 00060.82, 00012.16, 00018.45,-00017.70,-00000.30, 00032.01
1970-1-1 0:0:11.987,-00599.12,-00386.72, 00730.47, 00019.34, 00060.76, 00014.85, 00019.50,-00017.10,-00000.90, 00031.77
1970-1-1 0:0:12.032,-00624.02,-00417.48, 00670.41, 00033.91, 00045.42, 00019.18, 00022.50,-00016.50,-00000.30, 00031.91
1970-1-1 0:0:12.077,-00644.04,-00305.66, 00699.22, 00037.95, 00030.94, 00028.74, 00024.00,-00013.65, 00000.30, 00032.10
1970-1-1 0:0:12.122,-00672.85,-00314.45, 00693.85, 00047.78,-00013.11, 00031.08, 00027.75,-00012.60, 00000.15, 00031.86
1970-1-1 0:0:12.167,-00787.11,-00250.98, 00718.75, 00093.69,-00051.30, 00040.54, 00025.20,-00011.55, 00002.25, 00031.72
1970-1-1 0:0:12.212,-00720.70,-00123.05, 00832.52, 00098.00,-00025.99, 00053.56, 00023.85,-00008.25, 00004.65, 00031.72
1970-1-1 0:0:12.257,-00712.40,-00056.15, 00915.53, 00119.14,-00053.13, 00056.24, 00025.65,-00002.40, 00007.50, 00031.77
1970-1-1 0:0:12.302,-00620.61, 00010.25, 00794.43, 00116.48,-00062.31, 00044.25, 00023.25, 00004.35, 00010.20, 00031.67
1970-1-1 0:0:12.347,-00471.19, 00114.26, 00758.79, 00101.49,-00039.53, 00055.60, 00021.90, 00007.05, 00012.30, 00031.91
1970-1-1 0:0:12.392,-00612.30, 00148.44, 00937.50, 00104.18,-00086.69, 00065.56, 00021.90, 00013.05, 00013.05, 00032.06
1970-1-1 0:0:12.437,-00406.74, 00232.42, 00694.34, 00069.05,-00113.10, 00049.44, 00017.85, 00019.35, 00015.90, 00032.10
1970-1-1 0:0:12.482,-00322.27, 00215.33, 00784.18, 00037.57,-00109.11, 00051.31, 00012.60, 00020.70, 00015.75, 00032.10
1970-1-1 0:0:12.527,-00270.51, 00280.27, 01002.44, 00003.89,-00157.49, 00071.31, 00008.55, 00022.50, 00017.55, 00032.10
1970-1-1 0:0:12.572,-00058.59, 00241.21, 00774.90, 00014.70,-00166.79, 00053.95, 00003.75, 00023.25, 00016.80, 00031.77
1970-1-1 0:0:12.617,-00019.04, 00395.02, 00898.93, 00017.30,-00127.27, 00060.41,-00004.20, 00023.70, 00017.55, 00031.72
1970-1-1 0:0:12.662, 00070.31, 00328.12, 00922.36,-00014.84,-00094.15, 00078.95,-00008.55, 00024.90, 00016.80, 00032.06
1970-1-1 0:0:12.707, 00160.16, 00328.12, 01010.74,-00016.02,-00084.00, 00061.92,-00013.20, 00022.95, 00015.90, 00031.86
1970-1-1 0:0:12.774, 00214.84, 00273.44, 00985.35,-00079.01,-00057.10, 00027.08,-00018.75, 00018.60, 00013.05, 00031.67
1970-1-1 0:0:12.841, 00294.92, 00205.08, 00914.06,-00104.20,-00024.73, 00031.65,-00020.55, 00012.45, 00013.35, 00032.06
1970-1-1 0:0:12.908, 00395.51, 00110.84, 00886.72,-00123.99,-00039.72, 00021.48,-00021.75, 00004.80, 00011.40, 00031.72
1970-1-1 0:0:12.975, 00409.67,-00033.20, 00843.26,-00124.66,-00025.36, 00029.48,-00023.10,-00002.10, 00008.55, 00032.10
1970-1-1 0:0:13.042, 00447.75,-00200.20, 00795.90,-00138.98, 00002.30, 00025.40,-00021.15,-00007.35, 00005.10, 00032.06
1970-1-1 0:0:13.109, 00369.63,-00293.95, 00841.80,-00119.35, 00018.09, 00010.28,-00020.40,-00013.80,-00000.15, 00031.77
1970-1-1 0:0:13.176, 00410.16,-00447.75, 00790.53,-00116.18, 00029.38, 00013.45,-00019.05,-00018.00,-00004.50, 00031.91
1970-1-1 0:0:13.221, 00316.41,-00532.71, 00741.70,-00104.21, 00023.64, 00011.72,-00016.65,-00021.75,-00006.00, 00032.01
1970-1-1 0:0:13.266, 00344.24,-00565.92, 00687.01,-00086.42, 00046.24, 00015.41,-00018.45,-00027.15,-00011.25, 00032.01
1970-1-1 0:0:13.311, 00245.12,-00626.95, 00705.57,-00054.79, 00070.95, 00015.70,-00016.65,-00026.55,-00013.35, 00031.91
1970-1-1 0:0:13.356, 00279.79,-00726.56, 00820.80,-00038.82, 00067.94, 00005.79,-00015.15,-00028.20,-00014.40, 00032.01
1970-1-1 0:0:13.401, 00209.47,-00655.76, 00655.76,-00029.44, 00077.69,-00003.63,-00013.50,-00028.95,-00013.65, 00031.86
1970-1-1 0:0:13.446, 00190.43,-00754.88, 00641.60,-00013.66, 00052.13, 00015.92,-00012.45,-00029.70,-00013.35, 00031.53
1970-1-1 0:0:13.491, 00116.21,-00790.53, 00735.84,-00048.57, 00059.92, 00000.99,-00010.65,-00028.80,-00015.45, 00031.91
1970-1-1 0:0:13.536, 00066.89,-00795.41, 00720.70,-00033.27, 00060.37,-00002.85,-00010.20,-00030.30,-00015.75, 00032.10
1970-1-1 0:0:13.581, 00071.29,-00796.39, 00727.05,-00038.64, 00030.29, 00006.34,-00010.50,-00030.60,-00017.55, 00032.01
1970-1-1 0:0:13.626, 00054.20,-00773.44, 00674.32,-00025.85, 00015.22, 00007.07,-00008.70,-00031.20,-00018.00, 00031.72
1970-1-1 0:0:13.671, 00070.80,-00746.09, 00611.82,-00013.85, 00003.31, 00006.63,-00009.30,-00033.00,-00018.30, 00032.01
1970-1-1 0:0:13.716, 00045.41,-00800.29, 00488.28,-00015.91, 00000.85, 00004.22,-00008.25,-00031.20,-00019.65, 00032.06
1970-1-1 0:0:13.761,-00002.93,-00826.66, 00567.38,-00013.02, 00006.73, 00000.48,-00008.25,-00033.15,-00019.95, 00031.72
1970-1-1 0:0:13.806, 00016.60,-00848.14, 00559.08,-00006.42, 00002.89, 00003.56,-00007.65,-00032.25,-00021.00, 00032.01
1970-1-1 0:0:13.851, 00023.93,-00830.08, 00589.84,-00007.09, 00003.05, 00002.07,-00007.35,-00031.35,-00020.10, 00032.10
1970-1-1 0:0:13.896, 00012.21,-00872.07, 00582.52,-00012.71, 00008.62, 00004.16,-00008.70,-00031.95,-00021.90, 00032.25
1970-1-1 0:0:13.941, 00024.90,-00860.84, 00554.69,-00007.75, 00008.52, 00005.62,-00007.50,-00032.40,-00020.70, 00031.77
1970-1-1 0:0:13.986, 00009.28,-00856.93, 00565.92,-00005.74, 00009.11, 00005.02,-00008.55,-00031.80,-00020.55, 00032.01
1970-1-1 0:0:14.031, 00000.00,-00836.43, 00536.13,-00003.56, 00003.85, 00003.68,-00007.05,-00031.95,-00022.20, 00032.01
1970-1-1 0:0:14.076,-00017.58,-00846.19, 00552.73,-00004.62, 00004.79, 00004.44,-00008.55,-00030.60,-00022.05, 00031.67
1970-1-1 0:0:14.121,-00016.60,-00859.86, 00584.47,-00002.34,-00000.52, 00003.49,-00007.05,-00032.85,-00021.90, 00031.72
1970-1-1 0:0:14.166,-00023.93,-00833.50, 00573.24, 00001.43, 00002.22, 00003.58,-00007.35,-00031.80,-00021.00, 00032.01
1970-1-1 0:0:14.211,-00032.71,-00831.54, 00532.23, 00004.72, 00019.06, 00004.72,-00005.70,-00032.25,-00021.30, 00032.10
1970-1-1 0:0:14.278,-00075.68,-00859.86, 00573.73, 00002.91, 00034.02, 00007.61,-00005.55,-00031.20,-00020.40, 00031.91
1970-1-1 0:0:14.345,-00094.24,-00850.10, 00543.95, 00004.34, 00067.76, 00014.08,-00005.55,-00031.50,-00020.40, 00032.10
1970-1-1 0:0:14.412,-00159.67,-00790.53, 00544.92, 00016.63, 00103.26, 00026.36,-00002.40,-00031.20,-00019.95, 00032.10
1970-1-1 0:0:14.479,-00214.84,-00783.69, 00527.34, 00045.20, 00093.46, 00034.63,-00000.30,-00031.35,-00018.60, 00032.06
1970-1-1 0:0:14.546,-00391.11,-00638.67, 00539.06, 00092.04, 00081.73, 00059.92, 00004.35,-00030.75,-00015.45, 00031.86
1970-1-1 0:0:14.613,-00505.86,-00579.10, 00763.67, 00106.08, 00062.76, 00076.50, 00009.00,-00027.15,-00011.25, 00031.72
1970-1-1 0:0:14.680,-00623.54,-00522.95, 00705.57, 00111.60, 00067.02, 00066.03, 00016.80,-00022.65,-00005.85, 00031.91
1970-1-1 0:0:14.725,-00769.53,-00439.94, 00792.48, 00110.69, 00073.82, 00060.66, 00020.10,-00018.45,-00004.95, 00032.01
1970-1-1 0:0:14.770,-00728.03,-00305.66, 00754.88, 00072.50, 00062.66, 00047.47, 00023.70,-00015.30,-00001.50, 00031.77
1970-1-1 0:0:14.815,-00769.04,-00233.40, 00742.19, 00094.56, 00053.08, 00034.96, 00026.70,-00012.00,-00000.75, 00031.72
1970-1-1 0:0:14.860,-00834.47,-00376.46, 00725.59, 00091.90, 00017.59, 00032.92, 00028.65,-00008.85, 00000.30, 00032.01
1970-1-1 0:0:14.905,-00729.49,-00198.73, 00633.79, 00061.77, 00023.69, 00037.50, 00028.50,-00005.70, 00002.10, 00031.86
1970-1-1 0:0:14.950,-00788.57,-00101.56, 00631.84, 00033.37, 00011.17, 00029.50, 00030.15,-00003.75, 00001.20, 00032.06
1970-1-1 0:0:14.995,-00776.37,-00123.54, 00671.88, 00045.44,-00008.53, 00031.53, 00032.25,-00001.95, 00003.00, 00032.25
1970-1-1 0:0:15.040,-00798.34,-00050.78, 00654.79, 00026.86, 00001.21, 00030.29, 00032.40, 00002.55, 00003.15, 00032.01
1970-1-1 0:0:15.085,-00730.96, 00001.95, 00660.16, 00024.01,-00018.44, 00028.69, 00033.45, 00003.15, 00005.25, 00031.72
1970-1-1 0:0:15.130,-00782.23, 00024.41, 00639.16, 00064.66,-00024.12, 00042.28, 00031.95, 00004.50, 00004.65, 00031.86
1970-1-1 0:0:15.175,-00739.75, 00113.77, 00673.34, 00046.74,-00024.53, 00047.91, 00031.50, 00007.95, 00006.00, 00032.01
1970-1-1 0:0:15.220,-00730.47, 00185.06, 00788.57, 00082.27,-00064.63, 00058.27, 00031.65, 00010.65, 00008.10, 00032.06
1970-1-1 0:0:15.265,-00706.54, 00256.84, 00725.59, 00105.11,-00053.34, 00072.46, 00029.70, 00014.70, 00009.30, 00032.06
1970-1-1 0:0:15.310,-00595.21, 00318.85, 00663.09, 00074.78,-00055.77, 00069.21, 00025.65, 00020.55, 00009.45, 00032.10
1970-1-1 0:0:15.355,-00589.84, 00428.22, 00722.66, 00084.63,-00078.96, 00073.30, 00027.00, 00021.90, 00010.80, 00031.91
1970-1-1 0:0:15.400,-00474.12, 00488.77, 00660.64, 00148.63,-00084.58, 00113.73, 00021.15, 00030.00, 00012.30, 00031.91
1970-1-1 0:0:15.445,-00389.16, 00738.28, 00603.52, 00065.75,-00134.26, 00165.93, 00016.80, 00036.75, 00012.30, 00032.25
1970-1-1 0:0:15.490,-00107.42, 00431.64, 00697.27, 00073.70,-00105.11, 00139.59, 00008.70, 00039.30, 00013.05, 00032.01
1970-1-1 0:0:15.535,-00159.18, 00734.86, 00797.85, 00081.15,-00028.39, 00060.61, 00004.05, 00043.20, 00012.00, 00031.86
1970-1-1 0:0:15.580,-00213.87, 00833.50, 00768.55, 00069.46,-00029.40, 00034.00, 00004.05, 00046.50, 00010.05, 00032.10
1970-1-1 0:0:15.625,-00132.32, 00770.02, 00519.53, 00071.85, 00001.15, 00041.98, 00001.35, 00048.15, 00009.30, 00031.91
1970-1-1 0:0:15.670,-00045.41, 00823.73, 00436.52, 00053.72, 00027.12, 00047.27, 00001.80, 00051.60, 00007.20, 00032.10
1970-1-1 0:0:15.737, 00005.86, 00745.61, 00401.86, 00013.15,-00015.11, 00037.15,-00000.30, 00053.55, 00007.50, 00032.01
1970-1-1 0:0:15.804, 00023.44, 00793.46, 00462.89,-00038.15,-00022.06, 00019.06,-00001.65, 00054.60, 00006.30, 00031.91
1970-1-1 0:0:15.871, 00114.26, 00779.79, 00560.55,-00067.15,-00063.64, 00029.18,-00003.45, 00049.50, 00009.15, 00032.06
1970-1-1 0:0:15.938, 00163.09, 00778.32, 00609.38,-00108.08,-00077.15, 00037.50,-00007.35, 00045.15, 00010.95, 00032.06
1970-1-1 0:0:16.05, 00277.83, 00602.05, 00788.57,-00115.80,-00064.81, 00047.29,-00012.90, 00038.85, 00012.75, 00031.91
1970-1-1 0:0:16.072, 00361.82, 00568.85, 00810.06,-00124.06,-00069.04, 00051.92,-00017.25, 00030.75, 00013.05, 00031.91
1970-1-1 0:0:16.139, 00437.50, 00445.31, 00832.52,-00151.86,-00072.26, 00044.52,-00022.65, 00021.15, 00011.25, 00032.10
1970-1-1 0:0:16.184, 00444.34, 00287.60, 00876.46,-00151.55,-00021.92, 00014.11,-00023.85, 00014.70, 00010.50, 00032.01
1970-1-1 0:0:16.229, 00442.38, 00167.97, 00976.56,-00130.76,-00046.35, 00007.88,-00025.80, 00010.95, 00010.80, 00031.91
1970-1-1 0:0:16.274, 00544.43, 00102.05, 00825.20,-00106.76,-00039.54, 00008.05,-00026.40, 00005.10, 00009.45, 00032.10
1970-1-1 0:0:16.319, 00535.64, 00046.39, 00845.21,-00089.06,-00035.37, 00011.21,-00026.40, 00001.95, 00006.45, 00032.01
1970-1-1 0:0:16.364, 00568.36,-00060.06, 00804.69,-00085.84,-00011.31, 00009.60,-00027.15,-00001.20, 00005.70, 00032.01
1970-1-1 0:0:16.409, 00569.82,-00149.41, 00852.05,-00071.34, 00013.02, 00019.78,-00026.55,-00004.95, 00004.65, 00032.10
1970-1-1 0:0:16.454, 00478.03,-00154.30, 00840.33,-00075.23, 00049.50, 00011.38,-00027.90,-00007.95, 00002.25, 00031.77
1970-1-1 0:0:16.499, 00481.45,-00172.36, 00942.38,-00071.05, 00090.18, 00031.56,-00026.55,-00008.55, 00000.90, 00032.10
1970-1-1 0:0:16.544, 00324.22,-00307.13, 00768.55,-00056.58, 00105.55, 00022.07,-00020.55,-00012.45, 00003.00, 00032.10
1970-1-1 0:0:16.589, 00312.50,-00263.67, 00940.92,-00045.98, 00121.79, 00027.18,-00016.65,-00014.10, 00002.55, 00032.01
1970-1-1 0:0:16.634, 00268.07,-00209.96, 00975.59,-00043.85, 00100.66, 00009.73,-00013.95,-00016.05, 00001.80, 00032.10
1970-1-1 0:0:16.679, 00259.77,-00368.65, 00797.36,-00030.47, 00085.34,-00013.64,-00010.80,-00015.30, 00003.30, 00032.06
1970-1-1 0:0:16.724, 00192.87,-00259.77, 00776.37, 00005.40, 00079.99,-00020.70,-00009.45,-00017.85, 00003.90, 00032.01
1970-1-1 0:0:16.769, 00041.99,-00323.24, 00872.07, 00002.62, 00065.46,-00015.31,-00006.75,-00017.85, 00004.35, 00032.25
1970-1-1 0:0:16.814, 00045.41,-00330.57, 00918.46, 00007.81, 00039.40,-00000.47,-00007.05,-00016.20, 00003.90, 00032.20
1970-1-1 0:0:16.859, 00008.79,-00355.96, 00967.77, 00030.11, 00022.81,-00001.80,-00005.70,-00017.70, 00004.50, 00032.01
1970-1-1 0:0:16.904,-00000.98,-00301.76, 00990.72, 00016.18, 00011.06,-00007.12,-00004.35,-00013.05, 00005.25, 00032.06
1970-1-1 0:0:16.949, 00058.59,-00318.85, 00896.97, 00010.83, 00012.28,-00006.16,-00004.20,-00014.85, 00005.70, 00032.06
1970-1-1 0:0:16.994,-00031.74,-00323.24, 00945.31, 00012.68, 00018.78,-00010.01,-00004.20,-00014.85, 00006.00, 00031.77
1970-1-1 0:0:17.039,-00034.18,-00270.51, 00880.86, 00006.99, 00010.18,-00007.24,-00004.05,-00015.90, 00007.05, 00031.86
1970-1-1 0:0:17.084, 00002.93,-00279.30, 00933.11,-00006.52,-00007.73,-00008.60,-00003.60,-00012.60, 00006.60, 00031.91
1970-1-1 0:0:17.129, 00002.93,-00370.12, 00974.12,-00000.99,-00012.21,-00012.51,-00005.40,-00013.20, 00006.75, 00031.91
1970-1-1 0:0:17.174,-00059.08,-00172.85, 00867.68, 00002.02,-00010.16,-00007.99,-00003.60,-00013.80, 00007.35, 00031.91
1970-1-1 0:0:17.241, 00121.09, 00060.55, 00736.33, 00093.28,-00009.37,-00005.53,-00006.00,-00013.50, 00008.55, 00032.10
1970-1-1 0:0:17.308, 00104.49,-00187.99, 00679.20, 00092.65,-00084.78, 00012.33,-00009.00,-00007.05, 00011.55, 00031.91
1970-1-1 0:0:17.375,-00074.71, 00332.03, 00209.96,-00105.89,-00073.18, 00027.31,-00005.55,-00004.50, 00015.75, 00032.01
1970-1-1 0:0:17.442,-00027.34,-00039.55, 00903.32, 00022.18, 00011.63,-00000.26,-00007.05,-00004.95, 00015.45, 00032.01
1970-1-1 0:0:17.509, 00014.16,-00116.21, 00952.64, 00011.53, 00001.98, 00000.73,-00006.90,-00003.60, 00014.40, 00032.01
1970-1-1 0:0:17.576, 00009.28,-00096.19, 01000.98,-00000.08,-00003.24, 00000.44,-00006.30,-00002.10, 00014.70, 00032.01
1970-1-1 0:0:17.643,-00015.14,-00090.33, 01017.09,-00001.31, 00002.49,-00004.05,-00005.70,-00002.40, 00015.15, 00032.06
1970-1-1 0:0:17.688, 00000.49,-00085.45, 01008.79,-00003.78,-00002.72, 00000.00,-00006.75,-00004.50, 00015.45, 00031.91
1970-1-1 0:0:17.733,-00010.74,-00085.45, 01009.28, 00001.41,-00002.00, 00003.05,-00006.60,-00004.35, 00015.60, 00032.10
1970-1-1 0:0:17.778,-00020.02,-00091.80, 01007.32,-00000.83,-00000.34, 00002.03,-00004.35,-00003.30, 00015.00, 00031.91
1970-1-1 0:0:17.823,-00014.65,-00090.82, 01011.72,-00000.32,-00003.17, 00001.53,-00005.55,-00003.75, 00014.70, 00032.10
1970-1-1 0:0:17.868,-00011.23,-00103.03, 01001.46, 00000.43,-00003.75, 00003.14,-00004.20,-00004.80, 00015.15, 00032.20
1970-1-1 0:0:17.913,-00007.81,-00100.59, 01016.60,-00001.69,-00000.27,-00000.31,-00006.75,-00003.75, 00014.70, 00032.25
1970-1-1 0:0:17.958,-00010.25,-00098.63, 01008.79,-00002.95, 00001.65, 00001.39,-00006.00,-00004.50, 00013.50, 00032.10
1970-1-1 0:0:18.03,-00009.77,-00083.98, 01009.28,-00001.70,-00002.32,-00001.23,-00004.80,-00003.75, 00013.80, 00031.72
1970-1-1 0:0:18.048,-00011.72,-00072.27, 00946.78,-00000.44,-00000.54, 00000.25,-00006.00,-00003.30, 00013.50, 00031.91
1970-1-1 0:0:18.093,-00039.55,-00117.68, 01019.53, 00000.15, 00001.74, 00001.79,-00007.95,-00002.55, 00015.45, 00032.06
1970-1-1 0:0:18.138,-00015.62,-00109.38, 01008.79,-00002.00,-00002.63,-00005.66,-00005.40,-00003.90, 00013.65, 00031.91
1970-1-1 0:0:18.183, 00004.88,-00107.42, 00946.29,-00002.98,-00000.84,-00001.66,-00006.30,-00004.20, 00014.70, 00032.01
1970-1-1 0:0:18.228, 00000.00,-00104.49, 01000.00,-00003.52,-00000.60,-00002.32,-00005.70,-00002.40, 00014.10, 00032.20
1970-1-1 0:0:18.273, 00013.67,-00061.04, 00984.86,-00001.14, 00002.50,-00001.11,-00007.35,-00004.35, 00014.85, 00032.25
1970-1-1 0:0:18.318,-00017.09,-00074.22, 01008.30,-00000.44,-00002.45, 00002.71,-00007.65,-00003.15, 00014.85, 00031.72
1970-1-1 0:0:18.363,-00014.16,-00088.38, 01008.79, 00001.05,-00001.68, 00000.26,-00005.70,-00003.15, 00015.15, 00032.10
1970-1-1 0:0:18.408,-00007.32,-00088.87, 00993.16, 00001.63, 00005.10, 00001.44,-00005.55,-00003.00, 00013.50, 00032.01
1970-1-1 0:0:18.453,-00012.70,-00086.91, 01009.28,-00003.98,-00000.87,-00001.82,-00007.05,-00004.50, 00015.00, 00032.10
1970-1-1 0:0:18.498,-00005.37,-00061.04, 01001.95, 00000.48, 00000.76, 00001.22,-00006.15,-00003.15, 00014.10, 00032.10
1970-1-1 0:0:18.543,-00003.42,-00094.24, 01006.35, 00000.33,-00003.76,-00001.63,-00006.00,-00004.20, 00014.25, 00032.20
1970-1-1 0:0:18.588, 00002.44,-00052.73, 00961.43,-00004.24, 00001.11, 00001.28,-00006.00,-00003.30, 00014.25, 00032.20
1970-1-1 0:0:18.633,-00005.86,-00099.12, 01039.55,-00000.24,-00000.84, 00001.05,-00006.90,-00004.35, 00015.15, 00032.01
1970-1-1 0:0:18.700,-00009.77,-00061.04, 00974.61,-00002.66, 00000.00, 00001.60,-00006.30,-00003.75, 00014.25, 00032.25
1970-1-1 0:0:18.767, 00000.49,-00100.10, 00993.16,-00000.07,-00003.56, 00000.93,-00006.90,-00003.15, 00014.10, 00031.77
1970-1-1 0:0:18.834,-00016.60,-00085.94, 01016.60, 00001.60,-00001.09, 00000.33,-00006.75,-00004.50, 00015.45, 00032.25
1970-1-1 0:0:18.901,-00016.11,-00088.38, 00968.26,-00003.27, 00002.76,-00000.86,-00006.00,-00004.20, 00015.00, 00031.77
1970-1-1 0:0:18.968,-00017.09,-00061.04, 01030.27,-00005.83,-00000.69,-00000.02,-00007.35,-00003.15, 00014.40, 00032.10
1970-1-1 0:0:19.035,-00019.53,-00085.94, 01015.14,-00002.72,-00000.68, 00001.16,-00007.50,-00003.75, 00014.70, 00031.91
1970-1-1 0:0:19.102,-00016.60,-00077.15, 01002.44,-00005.66,-00003.82,-00000.34,-00006.00,-00004.50, 00016.95, 00032.10
1970-1-1 0:0:19.147,-00002.93,-00102.05, 00981.45,-00001.11, 00000.29, 00000.62,-00007.50,-00004.95, 00015.45, 00031.72
1970-1-1 0:0:19.192,-00000.49,-00077.64, 00985.35,-00005.98,-00000.50, 00001.29,-00006.30,-00004.20, 00015.45, 00031.86
1970-1-1 0:0:19.237,-00009.28,-00082.52, 01009.28,-00003.56,-00000.93, 00000.36,-00006.30,-00004.95, 00015.45, 00032.01
1970-1-1 0:0:19.282,-00008.79,-00101.07, 01004.39, 00000.57,-00002.48, 00002.52,-00006.90,-00003.15, 00014.85, 00032.25
1970-1-1 0:0:19.327,-00011.23,-00093.75, 00989.75, 00000.92, 00001.24,-00000.16,-00007.65,-00003.90, 00013.35, 00031.72
1970-1-1 0:0:19.372,-00001.95,-00085.45, 00995.61,-00001.87,-00000.89,-00000.18,-00005.70,-00003.60, 00015.15, 00032.01
1970-1-1 0:0:19.417,-00015.14,-00080.08, 00996.58,-00000.31, 00003.02, 00000.66,-00006.15,-00003.90, 00014.10, 00032.20
1970-1-1 0:0:19.462,-00001.46,-00099.61, 00993.65,-00001.20,-00001.32, 00000.45,-00005.55,-00003.75, 00015.75, 00031.91
1970-1-1 0:0:19.507,-00007.32,-00108.40, 01007.32,-00001.16,-00002.98, 00002.02,-00007.35,-00005.10, 00015.60, 00032.10
1970-1-1 0:0:19.552,-00014.65,-00083.50, 01008.30,-00002.84, 00001.14,-00001.25,-00006.90,-00003.60, 00016.35, 00032.10
1970-1-1 0:0:19.597,-00004.39,-00099.12, 00991.21, 00000.58, 00001.53, 00001.53,-00006.00,-00001.80, 00015.45, 00032.10
1970-1-1 0:0:19.642,-00002.44,-00099.12, 00995.61,-00000.45, 00001.27, 00002.65,-00007.35,-00003.90, 00014.40, 00032.20
1970-1-1 0:0:19.687,-00014.16,-00098.63, 00992.68,-00002.69,-00001.08,-00000.61,-00006.00,-00003.75, 00014.70, 00032.20
1970-1-1 0:0:19.732,-00037.60,-00059.08, 00994.14,-00003.13, 00001.82,-00002.44,-00005.70,-00003.90, 00015.60, 00032.10
1970-1-1 0:0:19.777,-00001.95,-00072.75, 00999.51, 00001.56, 00000.68, 00005.58,-00006.75,-00003.30, 00014.70, 00031.72
1970-1-1 0:0:19.822,-00019.04,-00104.49, 01004.88,-00000.14,-00002.20, 00002.67,-00007.95,-00003.00, 00014.70, 00032.20
1970-1-1 0:0:19.867,-00017.58,-00087.89, 01009.77,-00003.72, 00000.15, 00000.04,-00006.15,-00004.35, 00012.90, 00032.10
1970-1-1 0:0:19.912,-00014.16,-00092.77, 01004.39,-00001.00,-00000.11,-00000.63,-00005.25,-00003.75, 00015.45, 00032.01
1970-1-1 0:0:19.957,-00013.18,-00102.05, 01003.91, 00001.37,-00002.96, 00001.83,-00006.00,-00003.30, 00014.70, 00031.86
1970-1-1 0:0:20.02,-00024.90,-00098.14, 01014.65,-00000.72,-00002.84,-00000.98,-00006.60,-00003.60, 00014.40, 00032.01
1970-1-1 0:0:20.047,-00027.83,-00097.66, 00989.26,-00004.87,-00001.43,-00004.04,-00006.60,-00003.15, 00015.15, 00032.10
1970-1-1 0:0:20.092,-00018.55,-00014.16, 01046.39,-00002.94,-00001.51, 00001.94,-00006.30,-00004.50, 00015.00, 00031.91
1970-1-1 0:0:20.137,-00003.42,-00084.96, 01006.84,-00001.12,-00002.08, 00002.27,-00005.55,-00003.00, 00015.00, 00032.20
1970-1-1 0:0:20.204,-00012.70,-00076.17, 01010.74, 00003.24, 00001.47, 00001.19,-00004.35,-00004.50, 00014.70, 00032.20
1970-1-1 0:0:20.271,-00017.58,-00078.12, 01035.16,-00000.15,-00000.18, 00005.40,-00004.20,-00003.15, 00015.15, 00032.20
1970-1-1 0:0:20.338,-00007.81,-00108.89, 01000.00,-00001.47,-00003.01, 00002.69,-00007.50,-00002.55, 00013.80, 00032.01
1970-1-1 0:0:20.405,-00025.39,-00082.03, 01035.16, 00000.73,-00004.31, 00000.33,-00005.25,-00003.00, 00014.25, 00032.25
1970-1-1 0:0:20.472,-00002.93,-00106.45, 00981.45,-00000.05, 00002.08, 00001.05,-00005.40,-00004.35, 00015.60, 00032.10
1970-1-1 0:0:20.539,-00016.60,-00087.40, 01000.00,-00003.83, 00001.01,-00000.80,-00005.55,-00003.00, 00015.75, 00032.20
