DateTime,Scaled_Acc_X_(mg),Scaled_Acc_Y_(mg),Scaled_Acc_Z_(mg),Gyr_X_(DPS),Gyr_Y_(DPS),Gyr_Z_(DPS),Mag_X_(uT),Mag_Y_(uT),Mag_Z_(uT),Tmp_(C)
1970-1-1 0:0:21.162, 00025.88, 00281.25, 00906.25, -00029.48, 00008.52, 00005.65,-00003.60, 00019.95, 00018.45, 00031.24
1970-1-1 0:0:22.615, 00021.00, 00285.64, 00835.45, -00057.50, 00040.47,-00003.16,-00003.45, 00022.50, 00019.05, 00031.24
1970-1-1 0:0:24.66, 00111.33,-00216.80, 00879.88, -00045.23,-00065.22,-00001.08,-00010.50,-00011.55, 00009.90, 00031.38
1970-1-1 0:0:25.496, 00019.53,-00139.65, 01085.45,  00031.34,-00062.79, 00005.76,-00006.00,-00004.20, 00016.95, 00031.19
1970-1-1 0:0:26.950,-00008.30, 00000.98, 01060.55,  00007.88,-00002.43, 00003.08,-00004.80,-00002.10, 00021.15, 00031.14
1970-1-1 0:0:28.451,-00012.21, 00029.79, 01006.35,  00000.93, 00000.40, 00001.93,-00003.30,-00000.60, 00021.15, 00031.24
1970-1-1 0:0:29.925,-00018.55,-00019.53, 01019.04, -00000.53,-00000.23, 00000.05,-00004.65,-00002.40, 00020.10, 00031.05
1970-1-1 0:0:31.405,-00000.98,-00022.46, 01005.86,  00000.00,-00003.47, 00002.19,-00003.75,-00001.20, 00021.00, 00031.38
1970-1-1 0:0:32.889, 00011.23,-00023.93, 01011.72, -00001.21, 00000.40,-00002.99,-00003.75,-00000.30, 00020.10, 00031.24
1970-1-1 0:0:34.376, 00000.98,-00021.48, 01003.91,  00001.51,-00001.97, 00003.13,-00002.40,-00000.90, 00020.70, 00031.14
1970-1-1 0:0:35.858, 00000.00,-00010.74, 01003.42, -00002.63, 00000.70, 00000.39,-00003.45,-00001.20, 00021.00, 00031.19
1970-1-1 0:0:37.353, 00014.16,-00004.39, 01003.91, -00000.58, 00001.34, 00000.10,-00003.75, 00000.30, 00020.55, 00031.48
1970-1-1 0:0:38.844, 00011.23,-00003.91, 00994.14, -00000.71, 00001.82,-00001.26,-00004.20,-00001.50, 00020.55, 00031.38
1970-1-1 0:0:40.339, 00007.32,-00018.55, 00999.02, -00002.04, 00001.15,-00000.08,-00004.65, 00000.00, 00021.00, 00031.34
1970-1-1 0:0:41.844,-00000.49,-00014.16, 01004.88,  00000.55,-00001.57, 00001.12,-00003.60,-00001.80, 00020.70, 00031.38
1970-1-1 0:0:43.327, 00000.00,-00021.48, 00999.51, -00001.31,-00000.51, 00003.31,-00003.75,-00001.20, 00019.35, 00031.67
1970-1-1 0:0:44.830, 00007.32,-00001.46, 00995.61, -00002.75, 00000.28, 00002.28,-00004.35,-00000.90, 00020.70, 00031.53
1970-1-1 0:0:46.340, 00008.79,-00053.22, 01000.98,  00000.53,-00000.89, 00000.54,-00002.85,-00002.10, 00020.70, 00031.48
1970-1-1 0:0:47.825, 00007.32,-00040.53, 00995.61, -00003.11, 00001.00,-00000.82,-00005.55,-00002.10, 00019.95, 00031.53
1970-1-1 0:0:49.327, 00005.37,-00013.67, 01004.39,  00001.60,-00000.44,-00000.21,-00003.00,-00000.75, 00019.80, 00031.67
1970-1-1 0:0:50.810, 00009.77,-00022.46, 00994.63, -00002.44,-00001.21,-00001.11,-00003.00,-00000.75, 00021.30, 00031.38
1970-1-1 0:0:52.312, 00009.77,-00026.86, 01002.93,  00001.06,-00000.85, 00001.98,-00003.30,-00002.55, 00019.95, 00031.53
1970-1-1 0:0:53.795,-00006.84,-00013.67, 01016.11,  00000.71,-00000.38, 00001.56,-00003.00,-00001.20, 00020.55, 00031.67
1970-1-1 0:0:55.288,-00012.70,-00392.09, 00905.27, -00031.99,-00009.65, 00030.73,-00001.05,-00017.25, 00006.75, 00031.67
1970-1-1 0:0:56.747,-00017.09,-00470.21, 00919.43,  00050.27, 00003.79,-00016.16, 00000.90,-00023.10, 00000.90, 00031.48
1970-1-1 0:0:58.204,-00188.48,-00195.31, 01036.13, -00110.59, 00031.12,-00018.18, 00005.55,-00007.35, 00014.25, 00031.67
1970-1-1 0:0:59.622,-00096.19,-00238.28, 00968.26, -00013.69,-00003.81, 00001.72, 00002.25,-00008.85, 00012.60, 00031.67
1970-1-1 0:1:1.88,-00027.34,-00018.07, 01011.23, -00000.29,-00000.30, 00003.29,-00004.80,-00002.10, 00018.00, 00031.67
1970-1-1 0:1:2.569,-00028.32,-00011.72, 01011.72, -00002.72,-00000.47, 00000.37,-00003.30,-00001.80, 00019.20, 00031.67
1970-1-1 0:1:4.42,-00033.20,-00007.32, 01010.74, -00000.89,-00001.11,-00000.05,-00004.35,-00001.35, 00018.90, 00031.72
1970-1-1 0:1:5.534,-00024.41,-00018.07, 01008.79,  00002.28,-00002.21, 00000.99,-00005.40,-00001.95, 00018.60, 00031.58
1970-1-1 0:1:7.5,-00033.69,-00009.28, 01007.81, -00002.35, 00001.62,-00000.65,-00004.65, 00000.30, 00018.60, 00031.53
1970-1-1 0:1:8.499,-00035.64,-00041.99, 01018.55, -00001.31,-00001.24,-00000.25,-00003.75,-
