DateTime,Scaled_Acc_X_(mg),Scaled_Acc_Y_(mg),Scaled_Acc_Z_(mg),Gyr_X_(DPS),Gyr_Y_(DPS),Gyr_Z_(DPS),Mag_X_(uT),Mag_Y_(uT),Mag_Z_(uT),Tmp_(C)
1970-1-1 0:0:6.651,-00011.72,-00064.94, 01007.32,-00026.43,-00001.02, 00001.41,-00008.25, 00000.90, 00016.95, 00029.47
1970-1-1 0:0:7.169,-00014.65,-00048.83, 01002.44,-00004.89, 00001.62,-00003.33,-00009.60,-00001.95, 00014.85, 00029.66
1970-1-1 0:0:7.687, 00044.43,-00026.86, 01167.97, 00029.40,-00008.02,-00003.05,-00013.35,-00001.35, 00014.70, 00029.13
1970-1-1 0:0:8.205,-00119.14,-00027.34, 00922.36,-00006.21, 00028.05, 00003.90, 00000.45, 00000.90, 00014.25, 00029.56
1970-1-1 0:0:8.734,-00143.55,-00071.29, 00916.02, 00001.18,-00011.21,-00002.95, 00001.35,-00001.80, 00014.70, 00029.56
1970-1-1 0:0:9.250, 00014.16,-00062.99, 00817.87, 00005.43,-00049.93,-00007.40,-00010.80,-00002.70, 00014.40, 00029.47
1970-1-1 0:0:9.768, 00000.98,-00029.79, 01003.91,-00000.02, 00002.31, 00003.03,-00011.40, 00001.80, 00015.75, 00029.42
1970-1-1 0:0:10.286, 00083.50, 00055.18, 00944.34,-00036.58, 00050.84,-00003.37,-00009.60, 00004.35, 00015.60, 00029.04
1970-1-1 0:0:10.804,-00092.77,-00042.48, 00915.04,-00002.70,-00017.19, 00001.87,-00003.30,-00000.90, 00014.25, 00029.47
1970-1-1 0:0:11.343,-02000.00, 01999.94, 01999.94, 00250.13,-00093.65,-00087.46,-00009.60,-00012.00, 00011.40, 00029.37
1970-1-1 0:0:11.872,-00010.74,-00045.41, 00998.54, 00000.35, 00001.24,-00000.71,-00012.60, 00004.20, 00016.95, 00029.75
1970-1-1 0:0:12.401,-00026.86,-00069.34, 01016.11,-00002.67,-00001.70, 00000.81,-00011.85, 00004.20, 00016.50, 00029.37
1970-1-1 0:0:12.919,-00002.44,-00047.85, 00993.16, 00000.71,-00003.28, 00002.82,-00010.95, 00003.75, 00016.50, 00029.56
1970-1-1 0:0:13.459,-00019.53,-00036.62, 01000.49,-00002.64,-00002.74, 00001.82,-00010.20, 00003.30, 00016.50, 00029.56
1970-1-1 0:0:13.975,-00003.42,-00053.71, 00902.34,-00002.54, 00000.24,-00000.18,-00010.50, 00003.60, 00015.90, 00029.66
1970-1-1 0:0:14.493,-00016.60,-00039.55, 01036.62, 00001.75,-00003.05, 00001.66,-00010.80, 00004.35, 00016.80, 00029.56
1970-1-1 0:0:15.011, 00183.59,-00104.49, 01255.37,-00012.63,-00005.32, 00005.99,-00015.30, 00003.30, 00017.25, 00029.47
1970-1-1 0:0:15.529,-00098.63, 00037.60, 01045.90, 00004.82, 00045.44, 00011.42,-00008.70, 00007.05, 00017.25, 00029.66
1970-1-1 0:0:16.069,-00504.88, 00007.81, 00795.90,-00025.61, 00062.38, 00000.48, 00018.00,-00000.60, 00013.80, 00029.61
1970-1-1 0:0:16.585,-00823.73,-00339.84, 00446.78,-00027.90, 00027.86,-00027.85, 00032.25,-00014.10,-00003.30, 00029.80
1970-1-1 0:0:17.103,-00813.48,-00541.99, 00047.85,-00030.44, 00001.67,-00019.64, 00032.55,-00021.75,-00024.75, 00029.61
1970-1-1 0:0:17.621,-00666.50,-00700.20,-00440.43,-00031.22, 00034.82,-00024.15, 00018.60,-00027.00,-00050.40, 00029.42
1970-1-1 0:0:18.139,-00309.08,-00584.96,-00731.93,-00007.03, 00000.15, 00016.97, 00003.00,-00023.25,-00062.25, 00029.90
1970-1-1 0:0:18.668,-00293.46,-00442.87,-00673.34, 00065.41,-00080.44, 00037.11, 00007.35,-00024.90,-00058.80, 00029.61
1970-1-1 0:0:19.186,-00431.15,-00191.89, 00963.87, 00068.89,-00158.14, 00009.00, 00009.00,-00000.90, 00015.45, 00029.66
1970-1-1 0:0:19.704, 00560.55, 00055.66, 00825.20,-00061.71,-00071.56,-00018.28,-00035.40, 00010.80, 00003.30, 00029.66
1970-1-1 0:0:20.222, 00851.56,-00056.64, 00560.55,-00028.76,-00043.52, 00012.00,-00045.60, 00009.00,-00017.70, 00029.56
1970-1-1 0:0:20.740, 00922.36,-00212.89, 00306.15, 00002.36,-00000.27, 00002.85,-00045.90, 00002.70,-00032.85, 00029.56
1970-1-1 0:0:21.785,-00276.86, 00260.74, 00780.76, 00078.00, 00064.56, 00043.22, 00004.35, 00026.40, 00017.25, 00029.56
1970-1-1 0:0:22.303,-00236.33, 00762.21, 00546.88,-00009.45, 00005.45, 00002.19, 00009.90, 00045.30, 00011.55, 00029.47
1970-1-1 0:0:22.821,-00238.77, 00034.18, 00978.52,-00027.45,-00032.89,-00042.24, 00005.25, 00003.00, 00017.25, 00029.61
1970-1-1 0:0:23.372, 00007.32,-00046.39, 00913.57,-00021.37,-00004.70, 00004.01,-00009.60, 00001.50, 00017.55, 00029.80
1970-1-1 0:0:23.899,-00021.48,-00020.02, 00998.54,-00000.44, 00004.27, 00000.32,-00009.90, 00002.10, 00015.75, 00029.56
1970-1-1 0:0:24.428,-00022.46,-00020.02, 00976.07, 00001.17, 00000.11, 00000.52,-00011.40, 00003.75, 00015.75, 00029.90
1970-1-1 0:0:24.946,-00006.35,-00027.34, 00986.33,-00008.26, 00001.39,-00001.27,-00009.45, 00002.10, 00015.75, 00029.80
1970-1-1 0:0:25.464,-00022.95,-00022.95, 00997.56,-00001.97, 00001.20,-00002.20,-00007.95, 00003.30, 00016.20, 00029.61
1970-1-1 0:0:25.993,-00016.11,-00023.93, 01003.91, 00002.04,-00001.08,-00000.63,-00009.30, 00001.20, 00017.10, 00029.80
1970-1-1 0:0:26.509,-00028.32,-00023.93, 00996.58,-00001.60, 00001.23, 00002.00,-00009.00, 00002.55, 00017.25, 00029.80
1970-1-1 0:0:27.027,-00026.86,-00025.39, 01003.42,-00001.46, 00001.78, 00000.32,-00009.30, 00002.40, 00015.90, 00029.80
1970-1-1 0:0:27.549,-00020.51,-00023.93, 00991.70,-00001.50,-00004.18, 00001.38,-00009.90, 00001.80, 00016.20, 00029.56
1970-1-1 0:0:28.067,-00020.02,-00025.39, 01009.77,-00000.93, 00001.08,-00000.72,-00008.70, 00003.00, 00017.25, 00029.95
1970-1-1 0:0:28.607,-00021.00,-00033.20, 00997.56,-00001.22,-00000.62, 00002.83,-00008.55, 00002.40, 00015.90, 00029.80
1970-1-1 0:0:29.125,-00018.55,-00021.48, 01001.95,-00003.29, 00001.16,-00000.11,-00009.00, 00003.75, 00016.20, 00030.19
1970-1-1 0:0:29.643,-00018.07,-00008.30, 00999.51,-00002.48,-00003.60, 00001.10,-00009.45, 00002.55, 00017.25, 00029.95
1970-1-1 0:0:30.161,-00017.09,-00022.95, 01014.16, 00001.01,-00001.40, 00001.40,-00009.00, 00002.55, 00016.50, 00029.95
1970-1-1 0:0:30.679,-00022.46,-00016.11, 01007.32,-00002.03,-00001.67, 00000.53,-00009.45, 00001.80, 00015.45, 00029.75
1970-1-1 0:0:31.195,-00014.16,-00018.55, 01003.42,-00000.32,-00001.21, 00001.40,-00008.85, 00003.60, 00016.35, 00029.80
1970-1-1 0:0:32.231,-00023.93,-00009.77, 01003.91,-00002.65, 00001.47,-00003.40,-00010.50, 00003.90, 00017.85, 00029.80
1970-1-1 0:0:32.749,-00027.83,-00007.81, 01000.98, 00000.00,-00002.31, 00000.65,-00010.65, 00003.00, 00016.50, 00029.90
1970-1-1 0:0:33.278,-00008.79,-00013.18, 00998.05,-00002.89,-00000.85, 00000.33,-00008.70, 00003.00, 00016.50, 00029.80
1970-1-1 0:0:33.795,-00016.60,-00026.37, 01001.95, 00001.85,-00004.63, 00001.71,-00009.60, 00001.95, 00016.80, 00029.90
1970-1-1 0:0:34.313,-00021.00,-00020.51, 01005.86,-00000.62,-00002.77, 00001.82,-00009.00, 00003.30, 00016.95, 00029.95
1970-1-1 0:0:34.831,-00014.65,-00027.34, 01003.91,-00004.31, 00002.98,-00000.80,-00008.85, 00002.40, 00015.90, 00030.14
1970-1-1 0:0:35.349,-00026.86,-00023.93, 00997.07, 00001.95,-00000.47, 00001.01,-00009.90, 00001.80, 00017.25, 00030.14
1970-1-1 0:0:35.877,-00020.51,-00036.13, 01005.86,-00002.68,-00001.65,-00001.48,-00008.10, 00001.95, 00016.80, 00029.95
1970-1-1 0:0:36.406,-00019.53,-00016.60, 01008.79,-00001.76, 00002.85,-00000.59,-00010.20, 00003.30, 00015.75, 00029.80
1970-1-1 0:0:36.935,-00023.93,-00017.58, 01013.67, 00000.21,-00001.87, 00001.01,-00009.30, 00003.60, 00016.35, 00030.19
1970-1-1 0:0:37.453,-00037.11,-00021.00, 01005.86, 00000.96,-00002.27, 00000.64,-00010.20, 00003.00, 00017.70, 00029.95
1970-1-1 0:0:37.970,-00029.79,-00039.55, 00999.02,-00001.16, 00005.40,-00000.41,-00008.70, 00001.80, 00016.95, 00029.95
1970-1-1 0:0:38.510,-00021.48,-00032.23, 01017.58,-00000.91,-00000.53, 00000.47,-00009.45, 00003.75, 00016.50, 00029.75
1970-1-1 0:0:39.028,-00011.72,-00021.48, 01011.23, 00000.27, 00001.03,-00002.85,-00009.00, 00003.75, 00016.50, 00029.90
1970-1-1 0:0:39.546,-00020.02,-00016.11, 01005.37, 00001.23,-00001.15, 00004.05,-00008.70, 00004.20, 00017.25, 00029.80
1970-1-1 0:0:40.063,-00026.37,-00015.62, 01009.28,-00003.32,-00000.53, 00000.66,-00010.80, 00002.40, 00014.85, 00029.80
1970-1-1 0:0:40.581,-00021.00,-00020.02, 01006.84,-00000.21,-00001.43, 00000.26,-00008.85, 00004.80, 00016.35, 00029.80
1970-1-1 0:0:41.119,-00021.97,-00036.62, 00999.51,-00001.90,-00002.82, 00000.02,-00009.30, 00002.40, 00017.85, 00030.14
1970-1-1 0:0:41.637,-00021.00,-00028.32, 01002.93,-00002.69,-00002.26, 00000.54,-00009.45, 00001.35, 00016.50, 00029.95
1970-1-1 0:0:42.672,-00023.93,-00020.02, 01009.28,-00002.60,-00000.27,-00000.65,-00010.05, 00002.70, 00017.10, 00030.19
1970-1-1 0:0:43.212,-00030.27,-00010.25, 00997.56,-00001.83, 00001.15,-00003.17,-00009.60, 00002.40, 00017.10, 00030.14
1970-1-1 0:0:43.727,-00026.86,-00021.48, 01006.35, 00001.53,-00001.55, 00000.37,-00009.60, 00002.70, 00015.60, 00029.99
1970-1-1 0:0:44.245,-00020.51,-00025.88, 00995.61, 00001.25,-00001.68, 00002.60,-00010.20, 00003.00, 00016.95, 00030.28
1970-1-1 0:0:44.763,-00013.67,-00032.23, 00999.51,-00003.43, 00000.79,-00001.82,-00010.05, 00001.95, 00017.10, 00030.14
1970-1-1 0:0:45.281,-00016.60,-00013.18, 01007.81,-00002.31,-00001.46,-00002.31,-00008.55, 00002.40, 00015.90, 00030.28
1970-1-1 0:0:45.810,-00018.07,-00021.97, 00999.02, 00000.34, 00000.37, 00001.76,-00009.30, 00002.40, 00015.60, 00029.95
1970-1-1 0:0:46.326,-00020.51,-00012.21, 00999.51,-00000.70,-00001.41, 00001.36,-00009.45, 00002.10, 00017.25, 00029.99
1970-1-1 0:0:46.844,-00022.46,-00014.16, 01007.32,-00002.05,-00000.98,-00000.71,-00010.05, 00002.40, 00016.80, 00030.19
1970-1-1 0:0:47.362,-00012.70,-00017.09, 01012.21,-00000.56, 00001.37,-00000.50,-00007.65, 00003.60, 00016.80, 00029.90
1970-1-1 0:0:47.879,-00039.06,-00021.00, 01007.32,-00001.27, 00004.25, 00000.80,-00008.85, 00002.40, 00017.10, 00029.95
1970-1-1 0:0:48.419,-00027.34,-00026.86, 01007.32, 00001.73, 00000.29, 00004.20,-00008.85, 00001.95, 00015.90, 00029.95
1970-1-1 0:0:48.937,-00020.51,-00022.46, 01008.30, 00000.40, 00001.12,-00000.08,-00007.05, 00003.30, 00015.75, 00029.95
1970-1-1 0:0:49.455,-00033.69,-00015.62, 01008.79,-00002.63,-00000.92, 00002.67,-00010.65, 00003.00, 00016.20, 00030.19
1970-1-1 0:0:49.972,-00021.97,-00014.65, 01002.93,-00000.96, 00000.00, 00001.53,-00011.25, 00001.95, 00017.10, 00030.14
1970-1-1 0:0:50.490,-00007.81,-00021.00, 01002.44,-00001.98, 00002.76,-00002.19,-00010.80, 00003.15, 00017.10, 00030.33
1970-1-1 0:0:51.019,-00008.30,-00021.00, 01005.86,-00000.39,-00001.24,-00000.00,-00009.90, 00002.55, 00017.25, 00030.14
1970-1-1 0:0:51.537,-00013.18,-00022.95, 01002.44,-00000.02,-00002.36, 00001.49,-00008.10, 00002.40, 00015.90, 00029.95
1970-1-1 0:0:52.054,-00023.44,-00023.93, 01004.39,-00000.46,-00003.63, 00001.75,-00009.60, 00002.40, 00017.55, 00029.95
1970-1-1 0:0:53.101,-00023.44,-00020.51, 01000.98,-00001.50,-00000.03, 00000.73,-00009.90, 00001.80, 00018.45, 00030.14
1970-1-1 0:0:53.617,-00020.51,-00004.39, 01001.46, 00000.37, 00001.89, 00002.66,-00009.00, 00002.55, 00015.75, 00029.90
1970-1-1 0:0:54.134,-00028.32,-00023.44, 01000.00, 00000.31, 00000.23,-00000.88,-00009.90, 00002.10, 00015.45, 00030.09
1970-1-1 0:0:54.652,-00012.21,-00009.77, 01005.37,-00000.82, 00002.27, 00000.82,-00009.45, 00001.80, 00016.50, 00030.33
1970-1-1 0:0:55.170,-00014.65,-00014.65, 01010.74,-00002.44, 00002.14, 00001.21,-00010.95, 00003.30, 00016.95, 00030.33
1970-1-1 0:0:55.710,-00026.86,-00021.00, 01002.44,-00002.08, 00001.27, 00001.00,-00009.30, 00003.15, 00016.80, 00030.14
1970-1-1 0:0:56.228,-00028.81,-00023.44, 00997.56,-00002.58, 00000.73,-00001.69,-00008.70, 00003.75, 00016.20, 00030.14
1970-1-1 0:0:56.746,-00017.09,-00015.62, 01001.95, 00001.32,-00001.59,-00000.37,-00008.70, 00001.80, 00016.50, 00029.95
1970-1-1 0:0:57.264,-00012.70,-00026.86, 00985.84,-00000.71,-00001.58, 00000.44,-00010.20, 00001.80, 00016.50, 00030.19
1970-1-1 0:0:57.782,-00022.95,-00044.92, 00990.72,-00001.67, 00000.72, 00002.05,-00009.30, 00002.40, 00016.35, 00030.33
1970-1-1 0:0:58.310,-00018.07,-00041.99, 00992.68,-00003.40, 00001.84,-00000.47,-00008.85, 00001.20, 00015.90, 00030.19
1970-1-1 0:0:58.826,-00010.74,-00056.64, 01011.23,-00002.37,-00001.27,-00001.15,-00008.25, 00002.10, 00016.50, 00030.33
1970-1-1 0:0:59.344,-00021.48,-00029.30, 01003.42,-00001.37, 00002.47,-00002.52,-00008.85, 00002.40, 00015.90, 00029.95
1970-1-1 0:0:59.862,-00015.14,-00032.71, 01002.93,-00000.47,-00001.78, 00002.85,-00009.00, 00002.55, 00016.20, 00030.43
1970-1-1 0:1:0.390,-00020.51,-00021.00, 01001.95,-00002.34, 00002.45,-00000.21,-00009.90, 00002.55, 00015.75, 00030.33
1970-1-1 0:1:0.941,-00021.00,-00032.23, 00998.05, 00000.35,-00003.65, 00002.19,-00010.65, 00003.00, 00016.95, 00030.14
1970-1-1 0:1:1.457,-00022.95,-00027.34, 01013.67, 00000.17,-00003.42, 00003.26,-00009.45, 00002.55, 00016.95, 00030.47
1970-1-1 0:1:1.974,-00021.00,-00044.43, 01009.77,-00001.24, 00000.61,-00001.15,-00009.45, 00002.55, 00016.95, 00030.19
1970-1-1 0:1:2.492,-00020.02,-00037.60, 01005.37,-00001.87, 00001.98,-00000.50,-00009.30, 00001.50, 00015.90, 00030.19
1970-1-1 0:1:3.548,-00015.14,-00040.53, 01000.98,-00000.80, 00000.88, 00001.15,-00010.05, 00003.60, 00016.80, 00030.14
1970-1-1 0:1:4.065,-00019.53,-00026.86, 01004.39,-00000.46, 00000.39,-00001.30,-00009.60, 00001.95, 00017.55, 00030.28
1970-1-1 0:1:4.583,-00020.02,-00018.55, 00997.56,-00002.25,-00000.46, 00000.57,-00008.55, 00001.20, 00016.35, 00030.33
1970-1-1 0:1:5.101,-00020.02,-00025.39, 01006.84,-00003.13, 00000.44,-00000.11,-00009.00, 00003.00, 00014.70, 00030.14
1970-1-1 0:1:5.641,-00019.04,-00039.06, 01001.46,-00004.89, 00001.40, 00000.19,-00009.90, 00002.55, 00016.20, 00030.19
1970-1-1 0:1:6.157, 00030.76,-00096.19, 00985.84, 00003.79, 00001.50,-00001.51,-00008.25, 00002.10, 00015.75, 00030.43
1970-1-1 0:1:6.675,-00025.88,-00006.84, 01014.16,-00000.53, 00001.27, 00000.31,-00008.55, 00003.90, 00016.35, 00030.19
1970-1-1 0:1:7.193,-00020.02,-00034.18, 01011.23, 00000.62,-00003.56, 00003.15,-00008.70, 00003.30, 00017.25, 00030.28
1970-1-1 0:1:7.711,-00027.34,-00031.25, 01006.84,-00000.15,-00002.97, 00001.98,-00008.70, 00002.10, 00016.50, 00030.14
1970-1-1 0:1:8.240,-00006.84,-00016.60, 01004.88,-00002.50, 00001.92,-00002.64,-00009.30, 00002.40, 00016.35, 00030.28
1970-1-1 0:1:8.758,-00030.76,-00031.74, 01004.88,-00000.08,-00001.51, 00002.23,-00007.65, 00002.70, 00017.55, 00030.52
1970-1-1 0:1:9.276,-00082.52,-00172.36, 01300.78,-00035.43,-00033.50, 00034.88,-00007.95, 00002.10, 00015.00, 00029.95
1970-1-1 0:1:9.794,-00021.97, 00075.20, 00899.41, 00026.58, 00002.64,-00001.98,-00007.35,-00000.75, 00015.60, 00030.19
1970-1-1 0:1:10.311,-00593.75,-00220.70, 00678.71,-00015.44, 00075.11, 00012.43, 00025.65,-00011.55, 00005.70, 00030.19
1970-1-1 0:1:10.840,-00900.88,-00261.23, 00090.82,-00020.39, 00050.56, 00012.26, 00042.60,-00010.95,-00023.10, 00030.28
1970-1-1 0:1:11.355,-01026.86,-00248.54, 00191.41, 00003.92,-00020.69,-00007.40, 00040.35,-00014.10,-00025.50, 00029.95
1970-1-1 0:1:11.873,-00857.91,-00338.87, 00509.77, 00043.18,-00148.61,-00034.65, 00033.15,-00015.90,-00010.80, 00030.19
1970-1-1 0:1:12.401,-00187.01,-00250.49, 00912.60, 00009.36,-00026.95,-00008.55, 00002.10,-00010.95, 00010.05, 00030.33
1970-1-1 0:1:12.930, 00003.91,-00061.04, 01059.57, 00014.35,-00002.12,-00002.84,-00009.90, 00004.20, 00015.45, 00030.19
1970-1-1 0:1:13.964,-00011.23,-00013.18, 00998.05, 00000.57,-00001.63, 00002.11,-00008.70, 00003.00, 00016.95, 00030.43
1970-1-1 0:1:14.481,-00010.25,-00034.18, 00998.54,-00000.73,-00000.49,-00000.23,-00008.10, 00001.50, 00015.15, 00030.33
1970-1-1 0:1:14.999,-00013.67,-00042.48, 00991.70,-00004.63, 00001.54, 00001.73,-00008.70, 00001.80, 00016.95, 00030.33
1970-1-1 0:1:15.539,-00040.53,-00051.76, 00723.63,-00012.67,-00021.65, 00018.92,-00012.45,-00003.15, 00014.10, 00030.43
1970-1-1 0:1:16.055,-00077.64,-00048.83, 00331.05, 00005.02,-00010.88, 00004.46, 00005.25,-00003.00, 00013.50, 00030.43
1970-1-1 0:1:16.572, 00088.38,-00156.25, 00658.69, 00016.35, 00067.34, 00016.48,-00003.75,-00003.90, 00012.90, 00030.52
1970-1-1 0:1:17.090, 00085.45,-00285.16, 01267.58, 00016.49,-00017.12,-00001.05,-00010.95,-00004.50, 00011.25, 00030.43
1970-1-1 0:1:17.608, 00102.54,-00252.93, 01278.81,-00040.70,-00070.67,-00011.74,-00009.30,-00005.55, 00011.70, 00029.99
1970-1-1 0:1:18.148,-00586.91, 00139.65, 00796.39, 00067.69, 00173.79, 00044.82, 00025.95, 00010.35, 00009.90, 00030.19
1970-1-1 0:1:18.666,-00978.03, 00199.71, 00406.25,-00024.08,-00065.09,-00033.11, 00047.85, 00012.90,-00010.20, 00030.47
1970-1-1 0:1:19.184, 00000.00,-00486.33, 00907.23,-00113.23,-00105.93,-00057.39,-00006.60,-00015.60, 00003.30, 00030.19
1970-1-1 0:1:19.699, 00696.78,-00727.05, 00380.86,-00039.60,-00011.21,-00014.44,-00030.60,-00021.30,-00027.75, 00029.99
1970-1-1 0:1:20.216, 00749.02,-00668.95, 00239.75, 00003.73, 00004.22, 00005.65,-00034.35,-00017.40,-00037.95, 00030.19
1970-1-1 0:1:20.745, 00685.06,-00672.36, 00304.20,-00002.45,-00000.59, 00002.12,-00034.95,-00018.45,-00034.65, 00030.33
1970-1-1 0:1:21.260, 00242.19,-00399.41, 00922.36, 00102.00, 00075.98, 00038.98,-00021.30,-00018.00,-00004.20, 00030.33
1970-1-1 0:1:21.778, 00013.67,-00031.25, 01006.84, 00014.18,-00000.68, 00002.06,-00007.50,-00000.90, 00017.70, 00030.52
1970-1-1 0:1:22.295,-00016.11,-00036.13, 00999.02,-00002.50,-00002.85,-00000.24,-00007.95, 00000.90, 00017.70, 00030.28
1970-1-1 0:1:22.835,-00017.58,-00043.95, 01002.93,-00002.33, 00000.67, 00002.03,-00007.65,-00001.20, 00016.35, 00030.43
1970-1-1 0:1:23.353,-00024.90,-00036.62, 00997.56,-00001.19,-00003.12, 00000.87,-00007.35, 00000.00, 00017.85, 00030.33
1970-1-1 0:1:23.871,-00006.35,-00042.97, 01004.39, 00000.60,-00000.53, 00004.23,-00006.90, 00000.00, 00015.60, 00030.43
1970-1-1 0:1:24.388,-00014.16,-00037.60, 01013.18,-00002.99, 00001.47,-00001.13,-00008.85, 00000.00, 00016.35, 00030.28
1970-1-1 0:1:24.906,-00004.88,-00040.04, 01019.04, 00001.79,-00001.21, 00001.63,-00006.75,-00000.15, 00016.95, 00030.52
1970-1-1 0:1:25.435,-00009.28,-00039.06, 01000.98,-00002.77, 00000.82, 00001.40,-00007.05, 00001.35, 00017.70, 00030.19
1970-1-1 0:1:25.953,-00012.21,-00028.81, 01015.14,-00003.61,-00001.64,-00000.84,-00007.50, 00000.60, 00016.20, 00029.99
1970-1-1 0:1:26.470,-00009.28,-00005.86, 01021.48,-00000.18,-00000.69, 00001.87,-00006.90, 00000.75, 00016.80, 00030.43
1970-1-1 0:1:26.987,-00013.67,-00036.13, 01010.25,-00000.48,-00001.81, 00003.24,-00008.55, 00000.00, 00015.90, 00030.62
1970-1-1 0:1:27.505,-00000.49,-00036.13, 01007.32, 00001.32,-00003.68, 00004.69,-00006.30, 00000.90, 00016.95, 00030.33
1970-1-1 0:1:28.034,-00011.72,-00030.76, 00997.56,-00002.34, 00001.34, 00000.05,-00007.35, 00001.95, 00016.80, 00030.47
1970-1-1 0:1:28.551,-00020.02,-00032.71, 01007.32, 00000.99, 00000.16, 00003.35,-00008.85, 00000.30, 00015.90, 00029.99
1970-1-1 0:1:29.069,-00001.46,-00023.44, 01005.37,-00002.03,-00001.16,-00000.74,-00006.00, 00000.15, 00015.75, 00030.19
1970-1-1 0:1:29.587,-00013.18,-00029.79, 01012.21,-00001.47,-00000.17,-00001.76,-00007.05, 00000.15, 00016.50, 00030.33
1970-1-1 0:1:30.105,-00005.86,-00036.62, 00997.56,-00001.05,-00000.42, 00002.18,-00006.90, 00001.50, 00016.35, 00030.33
